tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-death-comments,animal-life-stage,animal-reproductive-condition,animal-sex,animal-taxon-detail,attachment-type,deploy-off-latitude,deploy-off-longitude,deploy-on-latitude,deploy-on-longitude,deploy-on-person,deployment-comments,deployment-end-comments,deployment-end-type,deployment-id,manipulation-type,study-site,tag-beacon-frequency,tag-manufacturer-name,tag-model,tag-serial-no
car036,QU_car036,Rangifer tarandus,2004-03-24 07:00:00.000,2013-07-05 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Collar inaccessible and still in field.,,pregnant: Yes; with calf: Y,f,caribou,collar,54.8121115979446,-121.075768352978,54.8715188847136,-120.961389251541,EJ/GW/BB,,,dead,car036_car036,none,Quintette,148.31,,VHF,
car041,QU_car041,Rangifer tarandus,2005-04-04 07:00:00.000,2006-07-21 06:59:00.000,,,,f,caribou,collar,,,55.1333245540822,-121.38333123539,,,,removal,car041_car041,none,Quintette,148.358,ATS,GPS,
car043,BP_car043,Rangifer tarandus,2005-04-04 07:00:00.000,2006-12-17 06:59:00.000,,,,f,caribou,collar,,,55.3709908159017,-122.20059930235,,,,removal,car043_car043,none,Burnt Pine,148.13,ATS,GPS,
car040,QU_car040,Rangifer tarandus,2005-04-04 07:00:00.000,2007-04-05 06:59:00.000,,,,f,caribou,collar,,,55.1333245540822,-121.38333123539,,,,removal,car040_car040,none,Quintette,148.438,ATS,GPS,
car044,KE_car044,Rangifer tarandus,2005-04-04 07:00:00.000,2007-03-23 06:59:00.000,,,,f,caribou,collar,,,55.2865482799057,-122.613614336292,,,,removal,car044_car044,none,Kennedy,148.38,ATS,GPS,
car042,QU_car042,Rangifer tarandus,2005-04-04 07:00:00.000,2006-07-21 06:59:00.000,,,,f,caribou,collar,,,55.1333245540822,-121.38333123539,,,,removal,car042_car042,none,Quintette,148.65,ATS,GPS,
car046,QU_car046,Rangifer tarandus,2005-12-22 07:00:00.000,2007-02-04 06:59:00.000,,,,f,caribou,collar,,,54.8721020217742,-121.01393274327,,,,removal,car046_car046,none,Quintette,148.777,ATS,GPS,
car045,QU_car045,Rangifer tarandus,2005-12-22 07:00:00.000,2007-04-05 06:59:00.000,,,,f,caribou,collar,,,54.8721020217742,-121.01393274327,,,,removal,car045_car045,none,Quintette,148.39,ATS,GPS,
car047,KE_car047,Rangifer tarandus,2006-03-10 07:00:00.000,2007-12-24 06:59:00.000,time/place of death based on GPS. cod Unknown.  Suspected predation,,,f,caribou,collar,55.133534959815,-122.798809094974,,,DH/GW,,,dead,car047_car047,none,Kennedy,148.519,ATS,GPS,
car048,KE_car048,Rangifer tarandus,2006-03-10 07:00:00.000,2008-02-20 06:59:00.000,,,,f,caribou,collar,,,,,DH/GW,,,removal,car048_car048,none,Kennedy,148.096,ATS,GPS,
car050,KE_car050,Rangifer tarandus,2006-03-10 07:00:00.000,2008-02-20 06:59:00.000,,,,f,caribou,collar,,,,,DH/GW,,,removal,car050_car050,none,Kennedy,148.398,ATS,GPS,
car049,KE_car049,Rangifer tarandus,2006-03-10 07:00:00.000,2008-02-20 06:59:00.000,,,,f,caribou,collar,,,,,DH/GW,,,removal,car049_car049,none,Kennedy,148.367,ATS,GPS,
car051,KE_car051,Rangifer tarandus,2006-03-10 07:00:00.000,2008-02-20 06:59:00.000,,,,f,caribou,collar,,,,,DH/GW,,,removal,car051_car051,none,Kennedy,148.41,ATS,GPS,
car052,MO_car052,Rangifer tarandus,2006-03-23 07:00:00.000,2007-10-25 06:59:00.000,time/place of death based on GPS. cod Unknown,,,f,caribou,collar,55.8175829350893,-122.632978050162,55.8857421934218,-122.470147415815,,,,dead,car052_car052,none,Moberly,148.12,ATS,GPS,
car053,KE_car053,Rangifer tarandus,2006-03-23 07:00:00.000,2008-02-20 06:59:00.000,,,,f,caribou,collar,,,55.4755992359079,-122.382495175538,,,,removal,car053_car053,none,Kennedy,148.761,ATS,GPS,
car056,NA_car056,Rangifer tarandus,2006-12-20 07:00:00.000,2009-04-20 06:59:00.000,time/place of death based on GPS. cod Unknown,,,f,caribou,collar,55.0752191627999,-119.803475796247,55.100985188826,-120.462969685018,BC/DC,,,dead,car056_car056,none,Narraway,148.209,ATS,GPS,
car055,NA_car055,Rangifer tarandus,2006-12-20 07:00:00.000,2007-07-18 06:59:00.000,time/place of death based on GPS. cod Predation - Wolf,,,m,caribou,collar,55.0657730156439,-120.638648805119,55.0307445938792,-120.595409957043,BC/DC,,,dead,car055_car055,none,Narraway,148.228,ATS,GPS,
car054,NA_car054,Rangifer tarandus,2006-12-20 07:00:00.000,2007-05-24 06:59:00.000,time/place of death based on GPS. cod Unknown,,,f,caribou,collar,54.6152697597083,-120.704338985664,55.0290735304197,-120.607309180868,BC/DC,,,dead,car054_car054,none,Narraway,148.191,ATS,GPS,
car060,QU_car060,Rangifer tarandus,2007-01-30 07:00:00.000,,,,,f,caribou,collar,,,54.8444449093122,-121.025524943877,,,Lost,other,car060_car060,none,Quintette,150.539,ATS,GPS,
car057,QU_car057,Rangifer tarandus,2007-01-30 07:00:00.000,2009-01-11 06:59:00.000,,,,f,caribou,collar,,,54.8634758781361,-120.86884073459,,,,removal,car057_car057,none,Quintette,150.69,ATS,GPS,
car059,QU_car059,Rangifer tarandus,2007-01-30 07:00:00.000,2009-01-25 06:59:00.000,,,,f,caribou,collar,,,54.8509089319974,-121.02726547057,,,,removal,car059_car059,none,Quintette,150.559,ATS,GPS,
car058,QU_car058,Rangifer tarandus,2007-01-30 07:00:00.000,2008-11-05 06:59:00.000,,,,f,caribou,collar,,,54.8618404098313,-120.877591063498,,,,removal,car058_car058,none,Quintette,150.658,ATS,GPS,
car061,KE_car061,Rangifer tarandus,2007-03-01 07:00:00.000,2008-02-04 06:59:00.000,time/place of death based on GPS. cod Unknown.  Suspected wolf (or possibly wolverine) predation,,,f,caribou,collar,55.199509184433,-122.438059888008,55.2528804124431,-122.614570290661,,,,dead,car061_car061,none,Kennedy,148.08,ATS,GPS,
car065,KE_car065,Rangifer tarandus,2007-03-01 07:00:00.000,2009-03-08 06:59:00.000,,,,f,caribou,collar,,,55.2528804124431,-122.614570290661,,,,removal,car065_car065,none,Kennedy,148.04,ATS,GPS,
car062,KE_car062,Rangifer tarandus,2007-03-01 07:00:00.000,2009-03-09 06:59:00.000,,,,f,caribou,collar,,,55.2528804124431,-122.614570290661,,,,removal,car062_car062,none,Kennedy,148.151,ATS,GPS,
car064,KE_car064,Rangifer tarandus,2007-03-01 07:00:00.000,2009-03-08 06:59:00.000,,,,f,caribou,collar,,,55.2528804124431,-122.614570290661,,,,removal,car064_car064,none,Kennedy,148.058,ATS,GPS,
car063,KE_car063,Rangifer tarandus,2007-03-01 07:00:00.000,2009-03-07 06:59:00.000,,,,f,caribou,collar,,,55.2528804124431,-122.614570290661,,,,removal,car063_car063,none,Kennedy,148.169,ATS,GPS,
car069,QU_car069,Rangifer tarandus,2007-04-04 07:00:00.000,2009-03-22 06:59:00.000,,,,f,caribou,collar,,,55.1372555494918,-121.386984619282,,,,removal,car069_car069,none,Quintette,150.597,ATS,GPS,
car066,MO_car066,Rangifer tarandus,2007-04-04 07:00:00.000,2008-06-22 06:59:00.000,time/place of death based on GPS. cod Predation - Wolf,,,f,caribou,collar,55.5400400051272,-122.560300458294,55.7496280974289,-122.596942642151,,,,dead,car066_car066,none,Moberly,148.65,ATS,GPS,
car067,MO_car067,Rangifer tarandus,2007-04-04 07:00:00.000,2009-02-13 06:59:00.000,,,,f,caribou,collar,,,55.7534016504731,-122.599596368265,,,,removal,car067_car067,none,Moberly,148.358,ATS,GPS,
car070,QU_car070,Rangifer tarandus,2007-04-04 07:00:00.000,2009-03-08 06:59:00.000,,,,f,caribou,collar,,,55.1139360558172,-121.34036902808,,,,removal,car070_car070,none,Quintette,150.479,ATS,GPS,
car068,QU_car068,Rangifer tarandus,2007-04-04 07:00:00.000,2009-03-05 06:59:00.000,,,,f,caribou,collar,,,28.1343213346089,-121.943580860039,,,,removal,car068_car068,none,Quintette,150.465,ATS,GPS,
car074,QU_car074,Rangifer tarandus,2007-04-05 07:00:00.000,2009-02-26 06:59:00.000,,,,f,caribou,collar,,,55.1143231123627,-121.422952338122,,,,removal,car074_car074,none,Quintette,150.489,ATS,GPS,
car073,QU_car073,Rangifer tarandus,2007-04-05 07:00:00.000,,,,,f,caribou,collar,,,54.9002255067438,-121.300636002192,,,Lost,other,car073_car073,none,Quintette,150.43,ATS,GPS,
car072,QU_car072,Rangifer tarandus,2007-04-05 07:00:00.000,2007-05-19 06:59:00.000,time/place of death based on GPS. cod Unknown.  Suspected wolf predation,,,f,caribou,collar,54.6969532739971,-121.834553890499,54.9015771004619,-121.342518867361,,,,dead,car072_car072,none,Quintette,150.45,ATS,GPS,
car075,QU_car075,Rangifer tarandus,2007-04-05 07:00:00.000,2009-03-15 06:59:00.000,,,,f,caribou,collar,,,55.1144264914464,-121.337447964913,,,,removal,car075_car075,none,Quintette,150.579,ATS,GPS,
car071,QU_car071,Rangifer tarandus,2007-04-05 07:00:00.000,2009-02-13 06:59:00.000,,,,f,caribou,collar,,,55.0744972806337,-121.428325816635,,,,removal,car071_car071,none,Quintette,150.44,ATS,GPS,
car077,NA_car077,Rangifer tarandus,2007-12-18 07:00:00.000,2009-12-18 06:59:00.000,,,,f,caribou,collar,,,55.0762491187323,-120.580083600977,,,,removal,car077_car077,none,Narraway,149.45,ATS,GPS,
car078,NA_car078,Rangifer tarandus,2008-01-08 07:00:00.000,2009-01-19 06:59:00.000,time/place of death based on GPS. cod Predation - Wolf,,,f,caribou,collar,55.0770037444477,-120.315343480703,55.054504257347,-120.595942848018,,,,dead,car078_car078,none,Narraway,149.428,ATS,GPS,
car080,MO_car080,Rangifer tarandus,2008-03-04 07:00:00.000,2009-05-11 06:59:00.000,time/place of death based on GPS. cod Predation - Unknown predator,,,f,caribou,collar,55.7825633915125,-122.426628801286,55.799870046968,-122.57959475733,,,,dead,car080_car080,none,Moberly,148.228,ATS,GPS,
car079,MO_car079,Rangifer tarandus,2008-03-04 07:00:00.000,2009-02-24 06:59:00.000,time/place of death based on GPS. cod Predation - Unknown predator,,,f,caribou,collar,55.7072003170492,-123.197348852205,55.8628919212253,-122.794993908926,,,,dead,car079_car079,none,Moberly,148.191,ATS,GPS,
car098,KE_car098,Rangifer tarandus,2008-03-29 07:00:00.000,2010-03-05 06:59:00.000,,,,f,caribou,collar,,,55.2327088295012,-122.590440411601,,,,removal,car098_car098,none,Kennedy,148.438,ATS,GPS,
car096,KE_car096,Rangifer tarandus,2008-03-29 07:00:00.000,2010-03-05 06:59:00.000,,,,f,caribou,collar,,,55.3136756742507,-122.789612083114,,,,removal,car096_car096,none,Kennedy,148.39,ATS,GPS,
car095,KE_car095,Rangifer tarandus,2008-03-29 07:00:00.000,2009-01-18 06:59:00.000,time/place of death based on GPS. cod Unknown.  Suspected predation,,,f,caribou,collar,55.289151703995,-122.531029725454,55.3136756742507,-122.789612083114,,,,dead,car095_car095,none,Kennedy,150.45,ATS,GPS,
car099,KE_car099,Rangifer tarandus,2008-03-29 07:00:00.000,2010-02-19 06:59:00.000,,,,f,caribou,collar,,,55.2327088295012,-122.590440411601,,,,removal,car099_car099,none,Kennedy,148.38,ATS,GPS,
car097,KE_car097,Rangifer tarandus,2008-03-29 07:00:00.000,2010-03-05 06:59:00.000,,,,f,caribou,collar,,,55.2327088295012,-122.590440411601,,,,removal,car097_car097,none,Kennedy,148.777,ATS,GPS,
car102,MO_car102,Rangifer tarandus,2008-12-19 07:00:00.000,2010-03-21 06:59:00.000,,12 - 15,with calf: N,f,caribou,collar,,,55.9939746932422,-122.606106920852,"BC, DC, MK, WMC",,,removal,car102_car102,none,Moberly,148.76,ATS,GPS G2000,12347
car101,BP_car101,Rangifer tarandus,2008-12-19 07:00:00.000,2010-06-08 06:59:00.000,time/place of death based on GPS. cod Unknown.  Suspected wolf predation,3 - 5,with calf: Unk,f,caribou,collar,55.3896387718539,-122.269083975423,55.4212629709883,-122.31528110518,"BC, DC, MK, WMC",includ. CAR100 (149.801),,dead,car101_car101,none,Burnt Pine,149.73,ATS,GPS G2000,22305
car100,BP_car100,Rangifer tarandus,2008-12-19 07:00:00.000,2010-09-24 06:59:00.000,,3 - 5,with calf: N,f,caribou,collar,,,55.4212629709883,-122.31528110518,"BC, DC, MK, WMC",includ. CAR101 (149.730); *no photos due to temp (-30 C),,removal,car100_car100,none,Burnt Pine,149.801,ATS,GPS G2000,22313
